"date","siteID","gcc_90","rcc_90","gcc_sd","rcc_sd","radiation","max_temp","min_temp","precip"
2019-03-19,"DSNY",0.33866,0.49041,0.000561012759504208,0.0019436768885128,9.4284251646,19.32,12.28,7.23
2019-03-20,"DSNY",0.33828,0.4672,0.000561012759504208,0.0019436768885128,15.7238335473,22.91,13.62,0
2019-03-21,"DSNY",0.33427,0.47981,0.000561012759504208,0.0019436768885128,18.6840305976,24.31,12.48,0
2019-03-22,"DSNY",0.33341,0.47587,0.000561012759504208,0.0019436768885128,22.5252866438,25.09,8.07,0
2019-03-23,"DSNY",0.33272,0.48481,0.000561012759504208,0.0019436768885128,23.2188178746,26.38,7.57,0
2019-03-24,"DSNY",0.33818,0.48929,0.000561012759504208,0.0019436768885128,22.0523754308,27.65,10.9,0
2019-03-25,"DSNY",0.33753,0.48394,0.000561012759504208,0.0019436768885128,20.5776950704,28.76,13.93,0
2019-03-26,"DSNY",0.33509,0.47668,0.000561012759504208,0.0019436768885128,18.2731800402,28.74,16.49,0
2019-03-27,"DSNY",0.32765,0.4384,0.000561012759504208,0.0019436768885128,15.8565023925,24.23,14.65,0
2019-03-28,"DSNY",0.32564,0.44832,0.000561012759504208,0.0019436768885128,18.3070861776,25.67,13.98,0
2019-03-29,"DSNY",0.32676,0.45338,0.000561012759504208,0.0019436768885128,19.6709021145,26.91,13.81,0
2019-03-30,"DSNY",0.32738,0.45322,0.000561012759504208,0.0019436768885128,19.8178096232,27.53,14.2,0
2019-03-31,"DSNY",0.32842,0.45623,0.000561012759504208,0.0019436768885128,21.0740733184,29.38,14.32,0
2019-04-01,"DSNY",0.32971,0.44202,0.000561012759504208,0.0019436768885128,15.830360796,25.76,16.24,0
2019-04-02,"DSNY",0.33043,0.45927,0.000561012759504208,0.0019436768885128,18.6320946801,25.71,14.18,0.41
2019-04-03,"DSNY",0.33033,0.45372,0.000561012759504208,0.0019436768885128,20.020558701,25.75,13.04,0
2019-04-04,"DSNY",0.33454,0.45719,0.000561012759504208,0.0019436768885128,15.4171944632,28.25,14.48,2.41
2019-04-05,"DSNY",0.33739,0.44648,0.000561012759504208,0.0019436768885128,18.784288976,30.33,17.92,1.3
2019-04-06,"DSNY",0.33911,0.45677,0.000561012759504208,0.0019436768885128,19.924464997,31.45,17.95,0
2019-04-07,"DSNY",0.34315,0.44364,0.000561012759504208,0.0019436768885128,19.7452910699,31.81,18.6,0
2019-04-08,"DSNY",0.34597,0.44652,0.000561012759504208,0.0019436768885128,13.9116066936,32.13,20.11,3.35
2019-04-09,"DSNY",0.35067,0.43497,0.000561012759504208,0.0019436768885128,11.62117656,30.36,21.12,10.01
2019-04-10,"DSNY",0.35247,0.44654,0.000561012759504208,0.0019436768885128,15.4467308648,28.29,19.5,0
2019-04-11,"DSNY",0.35351,0.44985,0.000561012759504208,0.0019436768885128,20.0418238764,29.91,17.42,0
2019-04-12,"DSNY",0.35582,0.44452,0.000561012759504208,0.0019436768885128,20.3125376298,32.06,18.86,0
2019-04-13,"DSNY",0.35919,0.45368,0.000561012759504208,0.0019436768885128,19.2071751788,32.61,20.35,0
2019-04-14,"DSNY",0.36258,0.42975,0.000561012759504208,0.0019436768885128,13.0039098785,31.85,21.36,4.48
2019-04-15,"DSNY",0.36276,0.43614,0.000561012759504208,0.0019436768885128,19.867068862,28.73,16.89,0
2019-04-16,"DSNY",0.36205,0.44206,0.000561012759504208,0.0019436768885128,23.2376689006,29.13,13.8,0
2019-04-17,"DSNY",0.36275,0.4375,0.000561012759504208,0.0019436768885128,23.015147768,29.5,14.21,0
2019-04-18,"DSNY",0.36362,0.44209,0.000561012759504208,0.0019436768885128,16.757093492,31.97,16.67,9.06
2019-04-19,"DSNY",0.37884,0.43018,0.000561012759504208,0.0019436768885128,15.8296871664,31.57,17.61,19.26
2019-04-20,"DSNY",0.36414,0.42986,0.000561012759504208,0.0019436768885128,20.7534533019,26.53,13.91,0
2019-04-21,"DSNY",0.36163,0.43585,0.000561012759504208,0.0019436768885128,22.1903207088,25.44,11.86,0
2019-04-22,"DSNY",0.36136,0.43962,0.000561012759504208,0.0019436768885128,24.1215876849,27.89,11.93,0
2019-04-23,"DSNY",0.36155,0.44342,0.000561012759504208,0.0019436768885128,24.649047057,29.38,12.46,0
2019-04-24,"DSNY",0.36385,0.44023,0.000561012759504208,0.0019436768885128,23.961302448,30.17,14,0
2019-04-25,"DSNY",0.36249,0.43791,0.000561012759504208,0.0019436768885128,22.3212927024,30.29,15.92,0
2019-04-26,"DSNY",0.36078,0.42158,0.000561012759504208,0.0019436768885128,19.4382823188,29.87,18.08,0.73
2019-04-27,"DSNY",0.35625,0.41707,0.000561012759504208,0.0019436768885128,22.0864620534,30.26,16.18,0
2019-04-28,"DSNY",0.357,0.42152,0.000561012759504208,0.0019436768885128,23.1769224267,30.81,15.91,0
2019-04-29,"DSNY",0.35643,0.42252,0.000561012759504208,0.0019436768885128,22.6132983175,31.59,17.11,0
2019-04-30,"DSNY",0.35961,0.42508,0.000561012759504208,0.0019436768885128,20.3880945844,31.92,19.36,0
2019-05-01,"DSNY",0.36172,0.42302,0.000561012759504208,0.0019436768885128,13.0231389158,30.75,20.42,5.34
2019-05-02,"DSNY",0.36667,0.42275,0.000561012759504208,0.0019436768885128,12.237774174,30.83,21.25,13.02
2019-05-03,"DSNY",0.3678,0.42183,0.000561012759504208,0.0019436768885128,16.9553605449,31.78,21.71,1.56
2019-05-04,"DSNY",0.37177,0.4173,0.000561012759504208,0.0019436768885128,14.9814942813,32.62,20.28,13.19
2019-05-05,"DSNY",0.37548,0.40973,0.000561012759504208,0.0019436768885128,13.1687179848,31.28,21.02,8.85
2019-05-06,"DSNY",0.37287,0.41641,0.000561012759504208,0.0019436768885128,17.481463958,31.58,21.42,0
2019-05-07,"DSNY",0.37452,0.41991,0.000561012759504208,0.0019436768885128,19.4979258624,32.63,20.93,0
2019-05-08,"DSNY",0.37457,0.41875,0.000561012759504208,0.0019436768885128,18.4539427281,31.77,21.04,0
2019-05-09,"DSNY",0.37904,0.42125,0.000561012759504208,0.0019436768885128,12.8769614116,30.54,20.87,8.23
2019-05-10,"DSNY",0.37985,0.42113,0.000561012759504208,0.0019436768885128,18.7851080197,32.16,21.12,0
2019-05-11,"DSNY",0.38359,0.42024,0.000561012759504208,0.0019436768885128,14.4008733484,33,21.55,5.75
2019-05-12,"DSNY",0.38547,0.41615,0.000561012759504208,0.0019436768885128,13.984576011,32.62,21.71,5.97
2019-05-13,"DSNY",0.39904,0.41175,0.000561012759504208,0.0019436768885128,12.81840793,31.43,21.83,27.2
2019-05-14,"DSNY",0.3962,0.40853,0.000561012759504208,0.0019436768885128,10.9072062481,28.61,20.95,13.85
2019-05-15,"DSNY",0.3924,0.41679,0.000561012759504208,0.0019436768885128,15.9641424784,29.43,20.95,0
2019-05-16,"DSNY",0.39239,0.41688,0.000561012759504208,0.0019436768885128,19.6859731599,30.25,19.45,0
2019-05-17,"DSNY",0.3879,0.41982,0.000561012759504208,0.0019436768885128,22.8746667016,31.01,17.84,0
2019-05-18,"DSNY",0.38779,0.41914,0.000561012759504208,0.0019436768885128,22.9362171489,31.64,18.38,0
2019-05-19,"DSNY",0.39391,0.41928,0.000561012759504208,0.0019436768885128,23.7584988438,32.93,18.68,0
2019-05-20,"DSNY",0.39122,0.41956,0.000561012759504208,0.0019436768885128,21.7012374544,33.49,20.85,0
2019-05-21,"DSNY",0.39487,0.42293,0.000561012759504208,0.0019436768885128,20.8193218382,33.33,21.43,0
2019-05-22,"DSNY",0.39221,0.42011,0.000561012759504208,0.0019436768885128,21.324738897,33.15,21.04,0
2019-05-23,"DSNY",0.3955,0.42298,0.000561012759504208,0.0019436768885128,21.0235115745,32.33,20.76,0
2019-05-24,"DSNY",0.39382,0.42209,0.000561012759504208,0.0019436768885128,23.309916078,32.38,19.18,0
2019-05-25,"DSNY",0.39483,0.42321,0.000561012759504208,0.0019436768885128,22.7922678144,33.35,20.42,0
2019-05-26,"DSNY",0.39523,0.42597,0.000561012759504208,0.0019436768885128,22.8306199212,34.21,21.03,0
2019-05-27,"DSNY",0.39644,0.42735,0.000561012759504208,0.0019436768885128,23.9756187132,35.78,21.18,0
2019-05-28,"DSNY",0.39804,0.42949,0.000561012759504208,0.0019436768885128,23.7670215216,36.18,21.73,0
2019-05-29,"DSNY",0.39416,0.42863,0.000561012759504208,0.0019436768885128,23.863690089,35.37,21.14,0
2019-05-30,"DSNY",0.40246,0.43242,0.000561012759504208,0.0019436768885128,22.6637711955,35.31,22.12,0
2019-05-31,"DSNY",0.40666,0.43077,0.000561012759504208,0.0019436768885128,20.9967520455,35.86,23.75,0
2019-06-01,"DSNY",0.40677,0.43168,0.000561012759504208,0.0019436768885128,15.9862959174,35.5,22.94,6.35
2019-06-02,"DSNY",0.40434,0.43079,0.000561012759504208,0.0019436768885128,22.003122976,34.42,21.81,0
2019-06-03,"DSNY",0.40427,0.43364,0.000561012759504208,0.0019436768885128,21.1766343695,34.9,22.79,0
2019-06-04,"DSNY",0.40418,0.43693,0.000561012759504208,0.0019436768885128,21.6739247925,35.25,22.7,0.31
2019-06-05,"DSNY",0.40235,0.43387,0.000561012759504208,0.0019436768885128,15.4142911384,34.97,23.03,11.39
2019-06-06,"DSNY",0.40549,0.4313,0.000561012759504208,0.0019436768885128,14.7551399364,34.03,22.96,10.13
2019-06-07,"DSNY",0.40316,0.42863,0.000561012759504208,0.0019436768885128,17.330823606,33.15,23.8,0
2019-06-08,"DSNY",0.40805,0.42515,0.000561012759504208,0.0019436768885128,12.970227204,32.84,23.57,11.09
2019-06-09,"DSNY",0.40668,0.42418,0.000561012759504208,0.0019436768885128,14.3381828754,33.24,22.78,11.8
2019-06-10,"DSNY",0.40857,0.41785,0.000561012759504208,0.0019436768885128,13.8273072534,31.75,22.04,8.5
2019-06-11,"DSNY",0.40854,0.42198,0.000561012759504208,0.0019436768885128,14.0664748735,31.96,22.05,5
2019-06-12,"DSNY",0.41045,0.42185,0.000561012759504208,0.0019436768885128,14.4077908204,33.16,22.72,10.11
2019-06-13,"DSNY",0.41679,0.42096,0.000561012759504208,0.0019436768885128,13.216054467,31.74,22.5,21.71
2019-06-14,"DSNY",0.41812,0.42204,0.000561012759504208,0.0019436768885128,17.2243519772,30.94,22.05,0
2019-06-15,"DSNY",0.4167,0.42451,0.000561012759504208,0.0019436768885128,18.7393030304,32.59,22.54,0
2019-06-16,"DSNY",0.42133,0.42289,0.000561012759504208,0.0019436768885128,13.4925963936,32.25,22.8,4.03
2019-06-17,"DSNY",0.41863,0.42398,0.000561012759504208,0.0019436768885128,12.8886934515,31.11,22.4,11.44
2019-06-18,"DSNY",0.41968,0.42381,0.000561012759504208,0.0019436768885128,13.0064142606,32.01,23.18,10.2
2019-06-19,"DSNY",0.42674,0.42093,0.000561012759504208,0.0019436768885128,13.8699234828,32.45,22.93,34.1
2019-06-20,"DSNY",0.41254,0.42727,0.000561012759504208,0.0019436768885128,21.0593275524,34.13,22.59,0
2019-06-21,"DSNY",0.41389,0.42856,0.000561012759504208,0.0019436768885128,20.1776383976,35.12,23.98,0
2019-06-22,"DSNY",0.41602,0.43201,0.000561012759504208,0.0019436768885128,19.1233375412,34.36,24.14,0
2019-06-23,"DSNY",0.41138,0.43477,0.000561012759504208,0.0019436768885128,20.3971459041,35.36,24.08,0
2019-06-24,"DSNY",0.40946,0.43434,0.000561012759504208,0.0019436768885128,21.296723736,35.79,23.75,0
2019-06-25,"DSNY",0.4114,0.44182,0.000561012759504208,0.0019436768885128,21.8850792336,36.74,23.96,0
2019-06-26,"DSNY",0.41136,0.43889,0.000561012759504208,0.0019436768885128,21.5134515801,36.21,23.94,0
2019-06-27,"DSNY",0.40959,0.43875,0.000561012759504208,0.0019436768885128,20.4740283005,34.82,23.78,0
2019-06-28,"DSNY",0.41624,0.44219,0.000561012759504208,0.0019436768885128,15.189830192,34.08,23.44,8.33
2019-06-29,"DSNY",0.41852,0.43717,0.000561012759504208,0.0019436768885128,13.897389492,32.4,23.27,12.58
2019-06-30,"DSNY",0.41555,0.4397,0.000561012759504208,0.0019436768885128,15.4723830668,33.84,23.12,9.48
2019-07-01,"DSNY",0.41169,0.44278,0.000561012759504208,0.0019436768885128,21.66867325,35.21,23.4,0
2019-07-02,"DSNY",0.41759,0.4449,0.000561012759504208,0.0019436768885128,21.4733983266,35.88,24.05,0
2019-07-03,"DSNY",0.41916,0.44609,0.000561012759504208,0.0019436768885128,15.4062264108,36.07,24.89,16.75
2019-07-04,"DSNY",0.42184,0.44343,0.000561012759504208,0.0019436768885128,20.849233024,35.42,24.21,0
2019-07-05,"DSNY",0.41377,0.44121,0.000561012759504208,0.0019436768885128,20.0252760446,34.91,24.43,1.61
2019-07-06,"DSNY",0.4355,0.44665,0.000561012759504208,0.0019436768885128,14.9683820032,34,23.78,51.55
2019-07-07,"DSNY",0.41873,0.44448,0.000561012759504208,0.0019436768885128,14.2383967875,32.98,23.58,4.73
2019-07-08,"DSNY",0.4238,0.44627,0.000561012759504208,0.0019436768885128,13.66369534,32.63,23.74,35.08
2019-07-09,"DSNY",0.41488,0.4438,0.000561012759504208,0.0019436768885128,13.4949200958,32.6,23.87,4.48
2019-07-10,"DSNY",0.40826,0.44524,0.000561012759504208,0.0019436768885128,14.2872638272,33.37,23.88,17.36
2019-07-11,"DSNY",0.40918,0.44388,0.000561012759504208,0.0019436768885128,14.8779623016,33.15,23.21,4.87
2019-07-12,"DSNY",0.40781,0.44066,0.000561012759504208,0.0019436768885128,13.9850764542,32.2,23.18,8.97
2019-07-13,"DSNY",0.40718,0.44942,0.000561012759504208,0.0019436768885128,20.4995100928,32.76,22.45,0
2019-07-14,"DSNY",0.39295,0.44378,0.000561012759504208,0.0019436768885128,20.655100746,34.63,23.72,0
2019-07-15,"DSNY",0.40846,0.45646,0.000561012759504208,0.0019436768885128,21.210673511,35.2,23.68,0
2019-07-16,"DSNY",0.40426,0.45609,0.000561012759504208,0.0019436768885128,21.0770887005,35.4,23.86,0
2019-07-17,"DSNY",0.41001,0.45227,0.000561012759504208,0.0019436768885128,20.7560478706,35.26,23.92,0
2019-07-18,"DSNY",0.40902,0.45433,0.000561012759504208,0.0019436768885128,20.8464644186,34.46,23.19,0
2019-07-19,"DSNY",0.4079,0.45465,0.000561012759504208,0.0019436768885128,21.088723092,34.71,23.12,0
2019-07-20,"DSNY",0.41161,0.45317,0.000561012759504208,0.0019436768885128,14.9190943232,34.17,23.57,7.43
2019-07-21,"DSNY",0.41371,0.45291,0.000561012759504208,0.0019436768885128,15.6280746908,34.28,22.97,15.63
2019-07-22,"DSNY",0.40848,0.45416,0.000561012759504208,0.0019436768885128,20.9395110615,34.05,22.66,0
2019-07-23,"DSNY",0.40756,0.45169,0.000561012759504208,0.0019436768885128,19.3130921232,32.85,22.87,0
2019-07-24,"DSNY",0.40818,0.44931,0.000561012759504208,0.0019436768885128,13.3315369908,31.85,23.04,6.86
2019-07-25,"DSNY",0.42248,0.4437,0.000561012759504208,0.0019436768885128,11.0758872525,29.67,22.85,43.12
2019-07-26,"DSNY",0.41079,0.45039,0.000561012759504208,0.0019436768885128,14.129107098,31.59,22.35,8.75
2019-07-27,"DSNY",0.40643,0.45424,0.000561012759504208,0.0019436768885128,20.7531214092,32.89,22.13,0
2019-07-28,"DSNY",0.40314,0.46232,0.000561012759504208,0.0019436768885128,15.61675802,34.25,23.08,20.65
2019-07-29,"DSNY",0.40481,0.46652,0.000561012759504208,0.0019436768885128,15.2359920108,34.37,23.47,33.48
2019-07-30,"DSNY",0.40569,0.4609,0.000561012759504208,0.0019436768885128,20.0612148072,34.68,23.86,0
2019-07-31,"DSNY",0.40412,0.46817,0.000561012759504208,0.0019436768885128,15.63760523,34.82,23.35,23.24
2019-08-01,"DSNY",0.40779,0.46273,0.000561012759504208,0.0019436768885128,15.3529681265,33.48,22.62,16.5
2019-08-02,"DSNY",0.40935,0.46306,0.000561012759504208,0.0019436768885128,13.7008551424,32.14,23.04,34.22
2019-08-03,"DSNY",0.41488,0.46164,0.000561012759504208,0.0019436768885128,13.4197333248,32.42,23.51,14.13
2019-08-04,"DSNY",0.3948,0.4625,0.000561012759504208,0.0019436768885128,17.7150265173,32.96,24.08,0
2019-08-05,"DSNY",0.40812,0.46306,0.000561012759504208,0.0019436768885128,12.8380450744,32.25,23.85,20.61
2019-08-06,"DSNY",0.40662,0.46188,0.000561012759504208,0.0019436768885128,13.2261044685,32.48,23.73,11.92
2019-08-07,"DSNY",0.4029,0.46352,0.000561012759504208,0.0019436768885128,13.484214836,32.22,23.29,22.72
2019-08-08,"DSNY",0.40143,0.47031,0.000561012759504208,0.0019436768885128,20.024317344,33.96,23.24,1.36
2019-08-09,"DSNY",0.40215,0.46894,0.000561012759504208,0.0019436768885128,13.8953132636,33.8,24.11,13.04
2019-08-10,"DSNY",0.40135,0.46584,0.000561012759504208,0.0019436768885128,13.3469907384,33.97,24.7,10.33
2019-08-11,"DSNY",0.40231,0.47033,0.000561012759504208,0.0019436768885128,12.9927029076,34.09,25.06,14.82
2019-08-12,"DSNY",0.40844,0.46878,0.000561012759504208,0.0019436768885128,12.6304117434,33.98,25.27,6.64
2019-08-13,"DSNY",0.40709,0.45916,0.000561012759504208,0.0019436768885128,11.2978369559,32.02,24.69,12.03
2019-08-14,"DSNY",0.40382,0.46498,0.000561012759504208,0.0019436768885128,11.551940433,32.65,25.09,5.89
2019-08-15,"DSNY",0.3995,0.45843,0.000561012759504208,0.0019436768885128,11.8136857788,31.95,24.36,4.42
2019-08-16,"DSNY",0.39771,0.46414,0.000561012759504208,0.0019436768885128,11.5340200312,31.29,24.05,6.84
2019-08-17,"DSNY",0.39158,0.47091,0.000561012759504208,0.0019436768885128,18.0485305584,32.3,23.39,0
2019-08-18,"DSNY",0.39097,0.47728,0.000561012759504208,0.0019436768885128,19.5457103781,33.87,23.61,0
2019-08-19,"DSNY",0.39462,0.47718,0.000561012759504208,0.0019436768885128,14.36930796,34.02,23.97,5.85
2019-08-20,"DSNY",0.39344,0.47641,0.000561012759504208,0.0019436768885128,13.30404285,33.02,24.16,8.72
2019-08-21,"DSNY",0.39583,0.47321,0.000561012759504208,0.0019436768885128,14.0432653996,33.98,24.25,6.14
2019-08-22,"DSNY",0.39599,0.47338,0.000561012759504208,0.0019436768885128,18.4181063334,33.65,24.17,0
2019-08-23,"DSNY",0.39613,0.47323,0.000561012759504208,0.0019436768885128,12.6957877008,32.77,24.38,15.18
2019-08-24,"DSNY",0.39482,0.47439,0.000561012759504208,0.0019436768885128,17.8910805969,33.72,24.44,0
2019-08-25,"DSNY",0.38822,0.47469,0.000561012759504208,0.0019436768885128,18.97775803,34.59,24.26,0
2019-08-26,"DSNY",0.39751,0.47614,0.000561012759504208,0.0019436768885128,14.6367860639,35.1,24.14,12.11
2019-08-27,"DSNY",0.39556,0.47283,0.000561012759504208,0.0019436768885128,19.9679951848,34.57,23.31,0
2019-08-28,"DSNY",0.39329,0.47342,0.000561012759504208,0.0019436768885128,12.465951864,32.74,24.32,8.78
2019-08-29,"DSNY",0.39794,0.47802,0.000561012759504208,0.0019436768885128,17.0782800246,33.68,24.79,0
2019-08-30,"DSNY",0.39688,0.46394,0.000561012759504208,0.0019436768885128,11.843798054,32.7,24.81,11.31
2019-08-31,"DSNY",0.39396,0.474,0.000561012759504208,0.0019436768885128,11.8976519244,32.76,24.84,4.5
2019-09-01,"DSNY",0.39741,0.47086,0.000561012759504208,0.0019436768885128,12.1828899703,33.02,24.8,9.2
2019-09-02,"DSNY",0.39739,0.4733,0.000561012759504208,0.0019436768885128,11.661272196,32.66,24.9,16.18
2019-09-03,"DSNY",0.39813,0.47687,0.000561012759504208,0.0019436768885128,11.6416363018,31.85,24.23,26.1
2019-09-04,"DSNY",0.39533,0.46485,0.000561012759504208,0.0019436768885128,16.7302444964,31.54,23.2,0
2019-09-05,"DSNY",0.38651,0.47578,0.000561012759504208,0.0019436768885128,17.4213771436,34.58,25.06,0
2019-09-06,"DSNY",0.38514,0.47817,0.000561012759504208,0.0019436768885128,17.634934436,35.22,25.29,0
2019-09-07,"DSNY",0.37911,0.47985,0.000561012759504208,0.0019436768885128,20.173446513,34.4,22.32,0
2019-09-08,"DSNY",0.38045,0.47992,0.000561012759504208,0.0019436768885128,19.8515544921,34.49,22.55,0
2019-09-09,"DSNY",0.39453,0.48285,0.000561012759504208,0.0019436768885128,18.986657004,35.14,23.7,0
2019-09-10,"DSNY",0.38604,0.48035,0.000561012759504208,0.0019436768885128,18.1201239429,34.34,23.78,0
2019-09-11,"DSNY",0.39295,0.48141,0.000561012759504208,0.0019436768885128,17.5515514807,33.78,23.72,0
2019-09-12,"DSNY",0.39115,0.48236,0.000561012759504208,0.0019436768885128,12.5260093114,33.64,24.15,6.25
2019-09-13,"DSNY",0.39628,0.47649,0.000561012759504208,0.0019436768885128,10.2078912157,32.04,24.83,6.79
2019-09-14,"DSNY",0.39402,0.47955,0.000561012759504208,0.0019436768885128,11.0719539267,32.34,24.32,5.92
2019-09-15,"DSNY",0.3966,0.47596,0.000561012759504208,0.0019436768885128,11.1282174,32.7,24.49,9.36
2019-09-16,"DSNY",0.38907,0.47881,0.000561012759504208,0.0019436768885128,16.1820272922,33.95,24.46,0
2019-09-17,"DSNY",0.38395,0.47976,0.000561012759504208,0.0019436768885128,18.531398166,34.56,22.7,0
2019-09-18,"DSNY",0.39316,0.48943,0.000561012759504208,0.0019436768885128,13.1324164456,33.45,22.77,7.28
2019-09-19,"DSNY",0.38975,0.47698,0.000561012759504208,0.0019436768885128,17.5212622563,32.52,21.92,1.3
2019-09-20,"DSNY",0.38686,0.47962,0.000561012759504208,0.0019436768885128,12.2290874444,31.21,21.81,2.39
2019-09-21,"DSNY",0.38387,0.48023,0.000561012759504208,0.0019436768885128,17.1243888507,31.7,21.44,0
2019-09-22,"DSNY",0.3829,0.48453,0.000561012759504208,0.0019436768885128,17.1005546859,31.43,21.11,0
2019-09-23,"DSNY",0.38243,0.49005,0.000561012759504208,0.0019436768885128,18.2596951872,31.67,20.02,0
2019-09-24,"DSNY",0.37324,0.48845,0.000561012759504208,0.0019436768885128,18.7902030057,32.47,19.82,0
2019-09-25,"DSNY",0.37266,0.49065,0.000561012759504208,0.0019436768885128,18.8444652864,33.28,20.1,0
2019-09-26,"DSNY",0.37869,0.49585,0.000561012759504208,0.0019436768885128,17.760441208,33,21.02,0
2019-09-27,"DSNY",0.38361,0.49061,0.000561012759504208,0.0019436768885128,17.5550256806,33.11,21.09,0
2019-09-28,"DSNY",0.38145,0.49119,0.000561012759504208,0.0019436768885128,17.01273778,33.44,21.7,0
2019-09-29,"DSNY",0.3753,0.49095,0.000561012759504208,0.0019436768885128,16.0818707412,32.88,22.03,0
2019-09-30,"DSNY",0.3817,0.49503,0.000561012759504208,0.0019436768885128,15.9985231218,33.23,22.19,1.47
2019-10-01,"DSNY",0.37864,0.4884,0.000561012759504208,0.0019436768885128,14.2172710656,32.37,22.97,0
2019-10-02,"DSNY",0.37371,0.4915,0.000561012759504208,0.0019436768885128,14.7360857931,32.36,22.38,0
2019-10-03,"DSNY",0.36796,0.49351,0.000561012759504208,0.0019436768885128,15.82021283,32.62,21.4,0
2019-10-04,"DSNY",0.37412,0.49619,0.000561012759504208,0.0019436768885128,16.9190518005,33.34,20.48,0
2019-10-05,"DSNY",0.36945,0.49606,0.000561012759504208,0.0019436768885128,15.1720125,32.79,21.8,0
2019-10-06,"DSNY",0.3743,0.48501,0.000561012759504208,0.0019436768885128,9.2125866952,30.86,22.63,3.42
2019-10-07,"DSNY",0.37744,0.48967,0.000561012759504208,0.0019436768885128,8.7137198582,30.92,23.19,11.22
2019-10-08,"DSNY",0.37776,0.49011,0.000561012759504208,0.0019436768885128,8.9339937384,31.07,23.11,5.36
2019-10-09,"DSNY",0.38284,0.48708,0.000561012759504208,0.0019436768885128,6.737137449,28.63,23.02,9.25
2019-10-10,"DSNY",0.37466,0.4926,0.000561012759504208,0.0019436768885128,11.5663535334,30.36,22.79,0
2019-10-11,"DSNY",0.36554,0.4915,0.000561012759504208,0.0019436768885128,13.7582089308,31.06,21.57,0
2019-10-12,"DSNY",0.36805,0.49425,0.000561012759504208,0.0019436768885128,15.033196038,30.66,19.89,0
2019-10-13,"DSNY",0.36797,0.4958,0.000561012759504208,0.0019436768885128,15.6127092128,31.09,19.34,0
2019-10-14,"DSNY",0.3593,0.49836,0.000561012759504208,0.0019436768885128,15.3107635564,32.08,20.2,0
2019-10-15,"DSNY",0.36412,0.49461,0.000561012759504208,0.0019436768885128,13.83243201,31.49,21.15,0
2019-10-16,"DSNY",0.36363,0.49174,0.000561012759504208,0.0019436768885128,13.716134641,32.11,21.62,0
2019-10-17,"DSNY",0.36213,0.4965,0.000561012759504208,0.0019436768885128,11.799316256,30.36,21.92,0
2019-10-18,"DSNY",0.36319,0.4874,0.000561012759504208,0.0019436768885128,7.94645163,27.89,20.73,45.83
2019-10-19,"DSNY",0.37123,0.48939,0.000561012759504208,0.0019436768885128,8.655991188,29.99,21.79,49.04
2019-10-20,"DSNY",0.363,0.48808,0.000561012759504208,0.0019436768885128,11.7979278524,31.49,22.75,0
2019-10-21,"DSNY",0.36349,0.4889,0.000561012759504208,0.0019436768885128,13.421979893,33.05,22.3,0
2019-10-22,"DSNY",0.35455,0.49698,0.000561012759504208,0.0019436768885128,12.9377579848,33.04,22.69,0
2019-10-23,"DSNY",0.35381,0.49641,0.000561012759504208,0.0019436768885128,11.6776022319,30.15,21.54,0
2019-10-24,"DSNY",0.35953,0.49432,0.000561012759504208,0.0019436768885128,12.9301464732,31.72,21.58,0
2019-10-25,"DSNY",0.35873,0.50066,0.000561012759504208,0.0019436768885128,7.7600059407,30.56,23.03,22.25
2019-10-26,"DSNY",0.35896,0.49099,0.000561012759504208,0.0019436768885128,11.2148934255,31.85,23.35,0
2019-10-27,"DSNY",0.35817,0.48991,0.000561012759504208,0.0019436768885128,9.075887565,32.48,22.98,20.58
2019-10-28,"DSNY",0.35851,0.48986,0.000561012759504208,0.0019436768885128,12.2971209311,32.96,23.08,0
2019-10-29,"DSNY",0.35157,0.49417,0.000561012759504208,0.0019436768885128,11.5456825024,32.7,23.58,0
2019-10-30,"DSNY",0.35521,0.49651,0.000561012759504208,0.0019436768885128,11.2908445743,32.42,23.58,0
2019-10-31,"DSNY",0.35528,0.49254,0.000561012759504208,0.0019436768885128,11.7325550438,32.39,23.02,0
2019-11-01,"DSNY",0.35396,0.49906,0.000561012759504208,0.0019436768885128,11.475225513,29.18,20.59,0
2019-11-02,"DSNY",0.35343,0.50178,0.000561012759504208,0.0019436768885128,13.4639612736,30.43,19.27,0
2019-11-03,"DSNY",0.35182,0.49601,0.000561012759504208,0.0019436768885128,12.0735085517,27.63,18.61,0
2019-11-04,"DSNY",0.35064,0.5063,0.000561012759504208,0.0019436768885128,12.5408527992,29.37,19.43,0
2019-11-05,"DSNY",0.35056,0.49863,0.000561012759504208,0.0019436768885128,9.108990982,30.8,20.88,3.84
2019-11-06,"DSNY",0.35623,0.50731,0.000561012759504208,0.0019436768885128,7.833074328,30.03,21.92,12.29
2019-11-07,"DSNY",0.35041,0.50214,0.000561012759504208,0.0019436768885128,11.9173716738,31.42,21.34,0
2019-11-08,"DSNY",0.35237,0.50304,0.000561012759504208,0.0019436768885128,8.5058296074,29.01,19.87,7.89
2019-11-09,"DSNY",0.35083,0.49771,0.000561012759504208,0.0019436768885128,11.7068150038,26.11,16.92,0
2019-11-10,"DSNY",0.34334,0.50013,0.000561012759504208,0.0019436768885128,13.79635564,27.29,14.9,0
2019-11-11,"DSNY",0.34591,0.50041,0.000561012759504208,0.0019436768885128,13.65464344,28.48,15.78,0
